0,1,2
"<p><strong>Sam Morril</strong> is one of the fastest-rising stand-up comics in New York City and one of the best joke writers in the scene today. He was a regular on Comedy Central's <em>This Week at the Comedy Cellar</em>, where he appeared frequently when not touring cities across the nation. He was named one of Comedy Central's Comics to Watch in 2011 and has performed multiple stand-up sets on <em>The Late Show with Stephen Colbert</em>, <em>The Late, Late Show with James Corden</em> and <em>Conan</em>. He's also had stints on <em>Last Comic Standing</em>, <em>America's Got Talent</em>, <em>@midnight with Chris Hardwick</em>, and <em>Inside Amy Schumer</em>. Morril can be heard on the podcast <em>We Might Be Drunk</em> with co-host Mark Normand and seen on Netflix's <em>That's My Time with David Letterman</em>. His special, <em>Same Time Tomorrow</em>, can also be streamed on Netflix.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
"<p class=""ql-align-center""><strong>This is your LAST CHANCE to see this amazing show before we close for winter break! </strong>Join us FRI night for refreshments during LexArts HOP &amp; meet Lexington artist Monica Anne Pipia during our reception for ""The Horse in Myth and Legend""&nbsp;</p><p class=""ql-align-center""><strong>​</strong></p><p class=""ql-align-center""><strong>In this whimsical equine art show, Monica Pipia explores her fascination with the myth and legend of Horses from the earliest artifacts uncovered.&nbsp;The Horse has inspired human beings from the dawn of time.&nbsp;It's in our DNA to admire and identify with the Horse and its spirit of freedom and magical powers.</strong></p><p class=""ql-align-center""><br></p><p class=""ql-align-center""><strong>Monica is a Modern Primitive Self Taught Artist using Acrylic on Gallery Wrapped Canvas, and her unique method is informed by her Bachelors of Science degree in Biology/Chemistry.&nbsp;Her works are in the permanent collection of the Kentucky Folk Art Center, she was the solo Artist at the Kentucky Three Day Event in 2022 and 2023, and she has received an Andy Warhol Fellowship Award.&nbsp;</strong></p><p><br></p>",{gallery},{}
"<p>A FREE Latin Party &amp; Social at one of Lexington's favorite Breweries, Blue Stallion Brewing Co, in partnership with Lexington's Premier Salsa &amp; Latin Dance Studio: The Salsa Center.</p><ul><li>8:00 PM: FREE Dance Lesson in Salsa, Bachata or Kizomba! Perfect for brand new dancers or social dancers who want to warm up with some fresh patterns for the evening social.</li><li>8:45 PM: Lots of Social dancing, mingling and grooving! Check out the bar for some favorite brews. Dancing until 11:00 pm! More info about Brew &amp; Grooving at Blue Stallion.</li></ul><p>This dance event is FREE! Bring your friends &amp; let's cut a rug over some tasty Brews.</p><p>The Salsa Center Latin dance instructors will be showing some Caribbean dance moves to help you get started.</p><p>The music will be playing and the dance floor will be ready for Tropical dancing to the Salsa, Merengue, Bachata, Kizomba, and more!</p><p>This event is open and welcoming to new dancers &amp; seasoned dancers alike.</p><p>Food Options Onsite: Located inside the Blue Stallion Brewery. Try the ""Yearling Kitchen"" new kitchen menu.</p>",{dance},{}
<p>Support TBA</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
,{music},{}
"<p><span style=""color: rgb(0, 0, 0);"">Getting mail from a friend is so nice! Getting a one-of-a-kind piece of art in the mail from a friend is even more nice! At this workshop, we’ll be using magazine cuttings, stickers, scrapbook paper, and accents to make personality-packed greeting cards.</span></p><p>Come join Annabel &amp; Oliver at the Lex Center for Creative ReUse for a fun, relaxing, and creative evening making collage-style cards.&nbsp;Make as many as you like!&nbsp;</p><p>This course is beginner-friendly and all materials are provided.&nbsp;We look forward to creating alongside you!</p>",{craft},{}
"<p>Discover the different types of creatures that inhabit a long winter's night by joining us for an evening hike through Pleasant Hill's woodland prairie. On this gentle hike through the Preserve we will learn about the nighttime activities of the many creatures that begin to emerge in the twilight and flourish in the darkness. Along the way, we will explore how these animals are especially suited to thrive in this cold and dark environment. We'll end the evening with a warming cup of hot chocolate around a cheerful bonfire at our amphitheater.</p><p>Limited Ticket Availability - <a href=""tel:+1-859-734-5411"" rel=""noopener noreferrer"" target=""_blank"">Call</a> for details.</p><p><em>Participants should meet at the Welcome Center by 6:00 p.m. All participants should bring flashlights to assist in returning to vehicles or rooms at the conclusion of the evening. This hike is for ages 12+. If under 18, guests must be accompanied by a paying adult.</em></p>",{outdoor},{}
"<p>Arabesque World Dance will be hosting the wonderfully talented International dance artist Lebanese Simon at our home studio in beautiful downtown Lexington, Kentucky! Simon will be collaborating with our own lovely Safiya Nawaar &amp; International Recording Artist &amp; Musician Fadi el Saadi for an exquisite weekend of Dance Workshops and a Gala Show and Dance Party.</p><p>Celebrating our Love of Lebanese Music, Dance, and Culture with these extraordinary artists.&nbsp;</p><p>We Invite our Bellydance/Raqs Sharki Community, and our Friends and Fans of our music and dance shows from all over to join us for the Classes and/or Gala.</p><p>Workshop Space IS LIMITED for this event, so please make sure and get your registration and payment in at your earliest convenience to save your spot in the studio.</p>",{dance},{}
"<p>Retribution, Raptured, Don't Look Back, Chapters, Lay Low at Al's</p><p><br></p><p>Doors open at 7:00, Music starts at 8 and goes while it goes</p><p><br></p><p>18+</p><p><br></p>",{music},{}
"<p><strong>Spotlight Acting School</strong> proudly presents a captivating production of <em>A Midsummer Night's Dream</em>, directed by the gifted Jazzlyn Threlkeld. This timeless Shakespearean comedy, performed by our talented students, promises a delightful escape into a world of whimsy, romance, and enchantment. Join us for an unforgettable experience as we bring to life the misadventures of lovers, fairies, and actors in the mystical forest. Don't miss this opportunity to support young talent and enjoy a classic that continues to charm and amuse audiences of all ages.</p><p><em>Presented by Spotlight Acting School students ages 14-18</em></p>",{theater},{}
"<p>Get ready to raise your glasses, KY! We're thrilled to bring back our annual fest to celebrate Kentucky's Birthday!  Join us for a day filled with craft beer, local delights, and good ol' KY fun!</p>",{festival},{}
"<p>&nbsp;As an avid hiker and naturalist, Gary’s muse was always close at hand.The places where he ventured, the forests, fields, mountains and streams provided an endless bounty of subject matter. From those first drawings at age 4, to the rediscovery of himself as an artist these many years later, the mastery of Gary’s craft has blossomed. He captures a certain essence of place. With color, line, mood and shadow, each creation is both universal and unique. Each work is a visual tale that we all recognize, but also something very personal that only the artist has shared, alone in nature, during those sweet moments of peace. As Gary so eloquently puts it, “I hope you can sense the beauty of the silence that these places speak.”</p>","{gallery,art}",{}
"<p>Traditionally, a <em>Railbird</em> is a horse racing enthusiast known for sticking close to the action, hanging on the rail as each contender comes barreling down the track. For one special weekend in June the term takes on an added meaning during the <strong>Annual Railbird Festival</strong>. 2 days. 3 stages. World class artists.</p><p>Railbird celebrates the spirit of Kentucky with highly-curated bourbon experiences in The Bourbon Hideout! Find hand-selected barrels from Kentucky's finest distilleries chosen in collaboration with co-owners Justin Sloan and Justin Thompson of Lexington's treasured Justins' House of Bourbon.</p>","{festival,music}",{}
"<p>Them Lasses, Throwdown, Late Night Boogie, Rifeltown</p><p><br></p><p>Opening: Stoner Creek Shakedown</p><p><br></p><p>Music starts at 9PM</p>",{music},{}
"<p><span style=""color: rgb(61, 62, 62);"">Come join us on Friday, November 17 at 5pm to celebrate the opening of our new exhibition, ‘Labor &amp; Materials’! This exhibition presents 73 multi-media artworks by 42 artists from across the globe, exploring the evolution of industry and labor in the 21st century. Enjoy light bites and cocktails from Lockbox, live music by Grace Rogers and Blakeley Burger, introductory remarks from&nbsp;21c’s Chief Curator Alice Gray Stites and a special presentation by featured artist Lina Puerta. The reception is free to attend and everyone is welcome! We can’t wait to see you there!</span></p>",{art},{}
<p>w/ Lauren Balthrop</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>Welcome to the <a href=""https://www.marafikicenter.org/"" rel=""noopener noreferrer"" target=""_blank"">Marafiki Center</a>'s annual African Cultural Celebration!&nbsp;This is our 3rd year celebrating the diverse culture of Africans living in Lexington.&nbsp;</p><p>​Swahili Day is a one-day festival celebrating African culture and the Swahili language as the 3rd most spoken language in Lexington.</p><p>​Join us for African music, food, arts &amp; crafts, dances, drums, fashion, and a live band.</p><p>From bustling market stalls to a lively lineup of dancers and musicians to delicious food, this dynamic event is fun for the whole family.&nbsp;</p><p>​Come and celebrate multiculturalism in Lexington with us. All are welcome!</p>",{festival},{}
"<p>The myth of Kentucky as a ""dark and bloody ground"" that was uninhabited by Native peoples save as hunting territory before European contact is persistent - and false. Kentucky has been inhabited by indigenous people since the end of the last Ice Age, and its pre-contact history is globally renowned for a series of spectacular developments, including the origins of agriculture in North America, the elaborate funerary culture of the Adena people, and some of the largest geometric earthworks in the world.&nbsp;Dr. Plank will give an overview of these developments and provide an opportunity to handle some of the artifacts and objects produced by ancient Kentuckians from the Department of Anthropology's teaching collection.</p><p><br></p><p>Dr. Shannon Plank is an archaeologist and anthropologist with specialties in ancient Maya archaeology and epigraphy and in the Plains socieites of North America. Her research and teaching interests currently center on indigenous cosmologies of the indigenous New World and the way they continue to shape indigenous responses to national and global political and economic forces.</p>",{talk},{}
"<p>This is where the Wild West meets a kaleidoscope of wonder...</p><p>Country dolls and dancing queens: Saddle up for a night under the neon moon, where timeless classics by country music legends such as Dolly Parton, Shania Twain, Garth Brooks, and The Chicks guide your every step on the dance floor in a technicolor world of disco icons such as ABBA and Cher along with modern pop artists Dua Lipa, Kacey Musgraves, Miley Cyrus, and more.</p><p>Come fly away with us, in the glittering sky of Western Dreamland.</p>",{music},{}
"<p>Join <a href=""https://www.dancestudiolexingtonky.com/"" rel=""noopener noreferrer"" target=""_blank""><strong>Arthur Murray</strong></a> and the <a href=""https://luv2swingdance.com/"" rel=""noopener noreferrer"" target=""_blank""><strong>Hepcats Swing Dance Club</strong></a> for free dance lessons at Moondance Amphitheater!&nbsp;Experienced dancers will have the chance to test their skills at the dance contest held during intermission. If you don't want to dance, then just come out and listen to Terry Lee and the Million Dollar Band, playing great 1950's piano-pumpin' rock 'n' roll!</p>","{dance,outdoor}",{}
